RF1CHAR,RF2CHAR,CorrelationNMBR
RF_FX_EURCHF,RF_RE_DM,-0.025612
RF_FX_EURCHF,RF_VOLA_EQ_US,-0.137167
RF_FX_EURGBP,RF_FX_EURGBP,1.000000
RF_FX_EURGBP,RF_FX_EURJPY,0.140578
RF_FX_EURGBP,RF_FX_EURUSD,0.406517
RF_FX_EURGBP,RF_IR_EUR_10Y,0.049889
RF_FX_EURGBP,RF_IR_EUR_1Y,0.069841
RF_FX_EURGBP,RF_IR_EUR_20Y,0.025501
RF_FX_EURGBP,RF_IR_EUR_3Y,0.085746
RF_FX_EURGBP,RF_IR_EUR_5Y,0.072155
RF_FX_EURGBP,RF_IR_USD_10Y,-0.077691
RF_FX_EURGBP,RF_IR_USD_1Y,-0.053461
RF_FX_EURGBP,RF_IR_USD_30Y,-0.064733
RF_FX_EURGBP,RF_IR_USD_3Y,-0.141817
RF_FX_EURGBP,RF_IR_USD_5Y,-0.116541
RF_FX_EURGBP,RF_RE_DM,-0.037797
RF_FX_EURGBP,RF_VOLA_EQ_US,0.108673
RF_FX_EURJPY,RF_FX_EURJPY,1.000000
RF_FX_EURJPY,RF_FX_EURUSD,0.504628
RF_FX_EURJPY,RF_IR_EUR_10Y,0.414626
RF_FX_EURJPY,RF_IR_EUR_1Y,0.265665
RF_FX_EURJPY,RF_IR_EUR_20Y,0.432044
RF_FX_EURJPY,RF_IR_EUR_3Y,0.308034
RF_FX_EURJPY,RF_IR_EUR_5Y,0.352870
RF_FX_EURJPY,RF_IR_USD_10Y,0.416119
RF_FX_EURJPY,RF_IR_USD_1Y,0.213722
RF_FX_EURJPY,RF_IR_USD_30Y,0.407689
RF_FX_EURJPY,RF_IR_USD_3Y,0.312568
RF_FX_EURJPY,RF_IR_USD_5Y,0.355166
RF_FX_EURJPY,RF_RE_DM,0.202588
RF_FX_EURJPY,RF_VOLA_EQ_US,-0.299125
RF_FX_EURUSD,RF_FX_EURUSD,1.000000
RF_FX_EURUSD,RF_IR_EUR_10Y,0.219068
RF_FX_EURUSD,RF_IR_EUR_1Y,0.230991
RF_FX_EURUSD,RF_IR_EUR_20Y,0.203225
RF_FX_EURUSD,RF_IR_EUR_3Y,0.215157
RF_FX_EURUSD,RF_IR_EUR_5Y,0.217835
RF_FX_EURUSD,RF_IR_USD_10Y,0.040847
RF_FX_EURUSD,RF_IR_USD_1Y,-0.041970
RF_FX_EURUSD,RF_IR_USD_30Y,0.105789
RF_FX_EURUSD,RF_IR_USD_3Y,-0.088079
RF_FX_EURUSD,RF_IR_USD_5Y,-0.050580
RF_FX_EURUSD,RF_RE_DM,0.254469
RF_FX_EURUSD,RF_VOLA_EQ_US,-0.008036
RF_IR_EUR_10Y,RF_IR_EUR_10Y,1.000000
RF_IR_EUR_10Y,RF_IR_EUR_1Y,0.551504
RF_IR_EUR_10Y,RF_IR_EUR_20Y,0.938377
RF_IR_EUR_10Y,RF_IR_EUR_3Y,0.808768
RF_IR_EUR_10Y,RF_IR_EUR_5Y,0.922085
RF_IR_EUR_10Y,RF_IR_USD_10Y,0.722672
RF_IR_EUR_10Y,RF_IR_USD_1Y,0.336407
RF_IR_EUR_10Y,RF_IR_USD_30Y,0.700653
RF_IR_EUR_10Y,RF_IR_USD_3Y,0.556265
RF_IR_EUR_10Y,RF_IR_USD_5Y,0.643990
RF_IR_EUR_10Y,RF_RE_DM,-0.129659
RF_IR_EUR_10Y,RF_VOLA_EQ_US,-0.186220
RF_IR_EUR_1Y,RF_IR_EUR_1Y,1.000000
RF_IR_EUR_1Y,RF_IR_EUR_20Y,0.448758
RF_IR_EUR_1Y,RF_IR_EUR_3Y,0.814913
RF_IR_EUR_1Y,RF_IR_EUR_5Y,0.701745
RF_IR_EUR_1Y,RF_IR_USD_10Y,0.321139
RF_IR_EUR_1Y,RF_IR_USD_1Y,0.149167
RF_IR_EUR_1Y,RF_IR_USD_30Y,0.305206
RF_IR_EUR_1Y,RF_IR_USD_3Y,0.241136
RF_IR_EUR_1Y,RF_IR_USD_5Y,0.301712
RF_IR_EUR_1Y,RF_RE_DM,-0.000285
RF_IR_EUR_1Y,RF_VOLA_EQ_US,-0.127676
RF_IR_EUR_20Y,RF_IR_EUR_20Y,1.000000
RF_IR_EUR_20Y,RF_IR_EUR_3Y,0.650118
RF_IR_EUR_20Y,RF_IR_EUR_5Y,0.773252
RF_IR_EUR_20Y,RF_IR_USD_10Y,0.731274
RF_IR_EUR_20Y,RF_IR_USD_1Y,0.371384
RF_IR_EUR_20Y,RF_IR_USD_30Y,0.733796
RF_IR_EUR_20Y,RF_IR_USD_3Y,0.556539
RF_IR_EUR_20Y,RF_IR_USD_5Y,0.634687
RF_IR_EUR_20Y,RF_RE_DM,-0.079288
RF_IR_EUR_20Y,RF_VOLA_EQ_US,-0.219982
RF_IR_EUR_3Y,RF_IR_EUR_3Y,1.000000
RF_IR_EUR_3Y,RF_IR_EUR_5Y,0.962460
RF_IR_EUR_3Y,RF_IR_USD_10Y,0.488899
RF_IR_EUR_3Y,RF_IR_USD_1Y,0.221660
RF_IR_EUR_3Y,RF_IR_USD_30Y,0.447175
RF_IR_EUR_3Y,RF_IR_USD_3Y,0.391962
RF_IR_EUR_3Y,RF_IR_USD_5Y,0.469383
RF_IR_EUR_3Y,RF_RE_DM,-0.130567
RF_IR_EUR_3Y,RF_VOLA_EQ_US,-0.137559
RF_IR_EUR_5Y,RF_IR_EUR_5Y,1.000000
RF_IR_EUR_5Y,RF_IR_USD_10Y,0.596541
RF_IR_EUR_5Y,RF_IR_USD_1Y,0.267817
RF_IR_EUR_5Y,RF_IR_USD_30Y,0.556885
RF_IR_EUR_5Y,RF_IR_USD_3Y,0.472392
RF_IR_EUR_5Y,RF_IR_USD_5Y,0.555156
RF_IR_EUR_5Y,RF_RE_DM,-0.156394
RF_IR_EUR_5Y,RF_VOLA_EQ_US,-0.148636
RF_IR_USD_10Y,RF_IR_USD_10Y,1.000000
RF_IR_USD_10Y,RF_IR_USD_1Y,0.467158
RF_IR_USD_10Y,RF_IR_USD_30Y,0.941944
RF_IR_USD_10Y,RF_IR_USD_3Y,0.833463
RF_IR_USD_10Y,RF_IR_USD_5Y,0.930963
RF_IR_USD_10Y,RF_RE_DM,-0.076356
RF_IR_USD_10Y,RF_VOLA_EQ_US,-0.326018
RF_IR_USD_1Y,RF_IR_USD_1Y,1.000000
RF_IR_USD_1Y,RF_IR_USD_30Y,0.374295
RF_IR_USD_1Y,RF_IR_USD_3Y,0.634643
RF_IR_USD_1Y,RF_IR_USD_5Y,0.550688
RF_IR_USD_1Y,RF_RE_DM,-0.105741
RF_IR_USD_1Y,RF_VOLA_EQ_US,-0.148668
RF_IR_USD_30Y,RF_IR_USD_30Y,1.000000
RF_IR_USD_30Y,RF_IR_USD_3Y,0.675656
RF_IR_USD_30Y,RF_IR_USD_5Y,0.791957
RF_IR_USD_30Y,RF_RE_DM,0.000255
RF_IR_USD_30Y,RF_VOLA_EQ_US,-0.300022
RF_IR_USD_3Y,RF_IR_USD_3Y,1.000000
RF_IR_USD_3Y,RF_IR_USD_5Y,0.948941
RF_IR_USD_3Y,RF_RE_DM,-0.155358
RF_IR_USD_3Y,RF_VOLA_EQ_US,-0.334232
RF_IR_USD_5Y,RF_IR_USD_5Y,1.000000
RF_IR_USD_5Y,RF_RE_DM,-0.143329
RF_IR_USD_5Y,RF_VOLA_EQ_US,-0.335844
RF_RE_DM,RF_RE_DM,1.000000
RF_RE_DM,RF_VOLA_EQ_US,-0.503098
RF_VOLA_EQ_US,RF_VOLA_EQ_US,1.000000
